product_name,quantity,arrival_date,manufacturer,category
TrailTracker GPS Device,694,2024-12-03,Pioneer Gearworks,hiking equipment
TrailBlazer Camping Tent,214,2025-02-08,Wildland Gear,backpacking
ExplorerX Hiking Boots,950,2024-01-24,Alpine Adventure Co.,hiking equipment
OutdoorGear Hammock,643,2024-12-11,Alpine Adventure Co.,hiking equipment
AdventurePro Backpack,764,2024-11-30,Adventure Gear Co.,mountain biking
NatureSeeker Binoculars,642,2025-06-19,Outdoor Gear Emporium,climbing
TrailTracker GPS Device,142,2024-02-28,Adventure Seekers Gear,climbing
ExplorerX Hiking Boots,629,2024-09-19,Adventure Seekers Gear,backpacking
AdventurePro Backpack,945,2025-08-04,Trailblazer Gear,climbing
HikePro Trekking Poles,419,2024-03-29,Adventure Seekers Gear,camping gear
OutdoorGear Hammock,552,2024-12-25,Alpine Adventure Co.,fishing supplies
OutdoorGear Hammock,792,2025-04-27,Summit Seekers,skiing
OutdoorMaster Camping Stove,168,2025-09-21,Alpine Adventure Co.,backpacking
ExplorerX Hiking Boots,444,2025-08-03,Adventure Gear Co.,skiing
HikePro Trekking Poles,723,2024-12-13,Outdoor Discovery Co.,skiing
TrailBlazer Camping Tent,173,2025-03-06,Backcountry Bound,camping gear
TrailBlazer Camping Tent,529,2025-09-19,Nature's Edge Equipment,skiing
TrailBlazer Camping Tent,819,2025-08-20,Wildland Gear,camping gear
CampfirePro Cooking Set,218,2025-03-14,Backcountry Essentials,mountain biking
NatureSeeker Binoculars,855,2025-06-29,Nature's Edge Equipment,hiking equipment
OutdoorMaster Camping Stove,987,2024-02-03,Summit Supplies,camping gear
OutdoorGear Hammock,778,2024-08-24,Explorer's Edge Equipment,climbing
WildernessSurvivor Survival Kit,420,2024-08-05,Wilderness Wares,backpacking
AdventurePro Backpack,820,2025-02-28,Wildland Gear,hiking equipment
TrailBlazer Camping Tent,257,2024-06-29,Backcountry Bound,climbing
WildernessSurvivor Survival Kit,796,2025-09-09,Wildland Gear,skiing
TrailTracker GPS Device,212,2024-08-13,Peak Performance Gear,fishing supplies
ExplorerX Hiking Boots,436,2024-03-04,Outdoor Provisions Ltd.,climbing
OutdoorGear Hammock,188,2024-07-03,Explorers Equipment,skiing
TrailBlazer Camping Tent,340,2024-02-28,Trailblazer Gear,backpacking
CampfirePro Cooking Set,978,2024-06-02,Explorer's Edge Equipment,camping gear
NatureSeeker Binoculars,845,2025-03-30,Backcountry Bound,camping gear
CampfirePro Cooking Set,103,2024-08-01,Backcountry Essentials,skiing
ExplorerX Hiking Boots,468,2025-07-03,Wildland Gear,camping gear
HikePro Trekking Poles,972,2024-05-02,Wilderness Wares,skiing
OutdoorMaster Camping Stove,527,2025-07-01,Trailblazer Outfitters,skiing
ExplorerX Hiking Boots,942,2025-07-16,Wilderness Wares,camping gear
HikePro Trekking Poles,960,2024-04-11,Wilderness Outfitters,hiking equipment
WildernessSurvivor Survival Kit,562,2025-08-05,Pioneer Gearworks,fishing supplies
WildernessSurvivor Survival Kit,950,2024-04-16,Explorers Equipment,mountain biking
TrailBlazer Camping Tent,27,2024-06-30,Trailblazer Gear,fishing supplies
OutdoorGear Hammock,371,2024-09-22,Explorer's Edge Equipment,mountain biking
WildernessSurvivor Survival Kit,76,2024-06-13,Backcountry Bound,climbing
TrailBlazer Camping Tent,261,2024-04-07,Adventure Gear Co.,fishing supplies
WildernessSurvivor Survival Kit,45,2024-01-04,Summit Seekers,fishing supplies
WildernessSurvivor Survival Kit,766,2025-08-15,Adventure Gear Co.,mountain biking
CampfirePro Cooking Set,234,2024-08-26,Peak Performance Gear,fishing supplies
WildernessSurvivor Survival Kit,901,2024-12-06,Trailblazer Outfitters,climbing
TrailTracker GPS Device,92,2024-09-05,Adventure Seekers Gear,skiing
TrailBlazer Camping Tent,590,2025-07-14,Adventure Seekers Gear,fishing supplies
NatureSeeker Binoculars,640,2024-03-21,Outdoor Pursuits Co.,climbing
TrailTracker GPS Device,778,2025-04-13,Summit Supplies,skiing
CampfirePro Cooking Set,13,2025-02-28,Summit Supplies,mountain biking
OutdoorMaster Camping Stove,60,2025-01-23,Peak Performance Gear,camping gear
ExplorerX Hiking Boots,73,2024-04-12,Backcountry Bound,skiing
ExplorerX Hiking Boots,686,2025-08-30,Summit Seekers,mountain biking
ExplorerX Hiking Boots,390,2024-01-17,Peak Performance Gear,hiking equipment
OutdoorGear Hammock,159,2024-07-06,Wilderness Wares,mountain biking
TrailBlazer Camping Tent,988,2024-03-20,Backcountry Essentials,mountain biking
ExplorerX Hiking Boots,263,2025-08-16,Summit Supplies,mountain biking
NatureSeeker Binoculars,729,2024-03-15,Expedition Outfitters,hiking equipment
WildernessSurvivor Survival Kit,560,2024-03-26,Explorer's Edge Equipment,skiing
OutdoorMaster Camping Stove,710,2024-04-01,Nature's Edge Equipment,camping gear
WildernessSurvivor Survival Kit,343,2025-03-17,Adventure Seekers Gear,hiking equipment
CampfirePro Cooking Set,440,2024-05-24,Nature's Edge Equipment,skiing
TrailTracker GPS Device,581,2024-02-26,Expedition Outfitters,climbing
TrailBlazer Camping Tent,131,2024-09-04,Expedition Outfitters,backpacking
HikePro Trekking Poles,380,2024-08-12,Nature's Best Gear,hiking equipment
HikePro Trekking Poles,703,2024-08-07,Trailblazer Supplies,skiing
WildernessSurvivor Survival Kit,998,2024-04-26,Outdoor Gear Emporium,skiing
ExplorerX Hiking Boots,469,2024-06-17,Trailblazer Gear,skiing
AdventurePro Backpack,854,2024-04-10,Trailblazer Outfitters,mountain biking
OutdoorMaster Camping Stove,899,2025-08-31,Wilderness Wares,backpacking
TrailTracker GPS Device,661,2025-05-21,Adventure Seekers Gear,hiking equipment
WildernessSurvivor Survival Kit,268,2025-08-08,Nature's Trail Gear,fishing supplies
CampfirePro Cooking Set,458,2024-12-29,Wilderness Outfitters,backpacking
TrailTracker GPS Device,407,2024-11-15,Expedition Outfitters,fishing supplies
TrailBlazer Camping Tent,570,2024-06-09,Backcountry Bound,backpacking
TrailTracker GPS Device,232,2024-07-27,Wilderness Outfitters,hiking equipment
HikePro Trekking Poles,863,2024-12-04,Adventure Seekers Gear,hiking equipment
ExplorerX Hiking Boots,451,2024-01-09,Nature's Edge Equipment,mountain biking
OutdoorGear Hammock,863,2025-09-03,Wilderness Outfitters,camping gear
CampfirePro Cooking Set,457,2025-08-05,Summit Supplies,hiking equipment
ExplorerX Hiking Boots,802,2024-02-16,Outdoor Pursuits Co.,skiing
HikePro Trekking Poles,251,2025-08-11,Nature's Best Gear,hiking equipment
ExplorerX Hiking Boots,41,2024-10-11,Pioneer Gearworks,backpacking
CampfirePro Cooking Set,829,2024-07-22,Outdoor Pursuits Co.,backpacking
ExplorerX Hiking Boots,227,2025-09-24,Wilderness Outfitters,fishing supplies
TrailBlazer Camping Tent,380,2025-08-28,Trailblazer Gear,backpacking
ExplorerX Hiking Boots,297,2025-06-22,Summit Supplies,climbing
TrailTracker GPS Device,110,2025-06-11,Outdoor Gear Emporium,climbing
CampfirePro Cooking Set,191,2025-02-11,Nature's Best Gear,hiking equipment
ExplorerX Hiking Boots,356,2024-12-26,Wilderness Outfitters,mountain biking
CampfirePro Cooking Set,129,2024-05-30,Backcountry Essentials,mountain biking
AdventurePro Backpack,82,2024-02-16,Trailblazer Supplies,hiking equipment
ExplorerX Hiking Boots,821,2025-09-29,Pioneer Gearworks,fishing supplies
TrailTracker GPS Device,636,2025-08-04,Peak Performance Gear,skiing
HikePro Trekking Poles,324,2025-04-22,Outdoor Pursuits Co.,climbing
OutdoorMaster Camping Stove,5,2024-01-20,Wilderness Wares,camping gear
OutdoorGear Hammock,197,2025-01-12,Expedition Outfitters,camping gear
HikePro Trekking Poles,629,2024-11-07,Summit Seekers,mountain biking
ExplorerX Hiking Boots,433,2025-03-24,Alpine Adventure Co.,hiking equipment
WildernessSurvivor Survival Kit,473,2025-03-21,Summit Seekers,mountain biking
OutdoorMaster Camping Stove,361,2024-07-18,Trailblazer Supplies,skiing
TrailBlazer Camping Tent,23,2024-07-16,Outdoor Gear Emporium,backpacking
AdventurePro Backpack,347,2025-09-09,Summit Supplies,fishing supplies
OutdoorMaster Camping Stove,195,2024-05-18,Summit Seekers,fishing supplies
OutdoorMaster Camping Stove,642,2024-04-24,Adventure Gear Co.,mountain biking
OutdoorMaster Camping Stove,826,2024-11-06,Wilderness Wares,camping gear
OutdoorMaster Camping Stove,811,2025-05-09,Wildland Gear,camping gear
NatureSeeker Binoculars,764,2025-06-13,Adventure Seekers Gear,camping gear
HikePro Trekking Poles,494,2024-08-14,Backcountry Bound,camping gear
HikePro Trekking Poles,821,2024-08-06,Outdoor Provisions Ltd.,mountain biking
OutdoorGear Hammock,473,2024-02-07,Outdoor Pursuits Co.,mountain biking
TrailTracker GPS Device,468,2025-08-04,Summit Seekers,mountain biking
OutdoorGear Hammock,530,2025-06-02,Pioneer Gearworks,backpacking
CampfirePro Cooking Set,78,2024-09-30,Nature's Edge Equipment,mountain biking
AdventurePro Backpack,197,2024-06-03,Nature's Edge Equipment,fishing supplies
CampfirePro Cooking Set,197,2024-06-24,Nature's Best Gear,mountain biking
CampfirePro Cooking Set,298,2025-06-27,Trailblazer Outfitters,fishing supplies
HikePro Trekking Poles,453,2025-07-20,Wildland Gear,hiking equipment
TrailTracker GPS Device,448,2025-03-22,Nature's Edge Equipment,camping gear
ExplorerX Hiking Boots,948,2025-04-19,Trailblazer Supplies,hiking equipment
NatureSeeker Binoculars,916,2024-10-23,Wildland Gear,fishing supplies
AdventurePro Backpack,615,2024-07-23,Summit Supplies,camping gear
OutdoorMaster Camping Stove,69,2024-12-04,Peak Performance Gear,backpacking
TrailBlazer Camping Tent,473,2024-12-09,Summit Seekers,mountain biking
OutdoorMaster Camping Stove,602,2025-03-22,Outdoor Pursuits Co.,fishing supplies
OutdoorMaster Camping Stove,628,2025-06-16,Nature's Best Gear,hiking equipment
NatureSeeker Binoculars,738,2024-05-18,Adventure Seekers Gear,hiking equipment
OutdoorGear Hammock,596,2025-05-27,Summit Supplies,skiing
TrailBlazer Camping Tent,571,2025-08-11,Expedition Outfitters,mountain biking
AdventurePro Backpack,606,2025-05-02,Outdoor Discovery Co.,camping gear
WildernessSurvivor Survival Kit,148,2025-09-19,Nature's Best Gear,climbing
OutdoorMaster Camping Stove,612,2024-05-10,Backcountry Essentials,climbing
AdventurePro Backpack,217,2024-08-02,Wildland Gear,hiking equipment
AdventurePro Backpack,721,2024-02-17,Wildland Gear,camping gear
CampfirePro Cooking Set,658,2025-08-27,Pioneer Gearworks,mountain biking
NatureSeeker Binoculars,450,2025-08-22,Adventure Seekers Gear,camping gear
OutdoorMaster Camping Stove,132,2025-03-31,Wilderness Wares,mountain biking
WildernessSurvivor Survival Kit,300,2024-02-27,Nature's Best Gear,backpacking
OutdoorMaster Camping Stove,34,2025-07-05,Nature's Edge Equipment,mountain biking
AdventurePro Backpack,517,2025-06-29,Wildland Gear,camping gear
AdventurePro Backpack,417,2024-10-02,Adventure Seekers Gear,mountain biking
OutdoorMaster Camping Stove,457,2025-05-22,Peak Performance Gear,camping gear
OutdoorMaster Camping Stove,563,2025-01-19,Pioneer Gearworks,backpacking
NatureSeeker Binoculars,406,2024-10-24,Outdoor Gear Emporium,backpacking
WildernessSurvivor Survival Kit,886,2024-12-14,Summit Supplies,camping gear
OutdoorMaster Camping Stove,628,2024-12-14,Trailblazer Outfitters,skiing
TrailBlazer Camping Tent,816,2025-03-11,Pioneer Gearworks,mountain biking
TrailBlazer Camping Tent,140,2024-04-08,Outdoor Provisions Ltd.,backpacking
ExplorerX Hiking Boots,615,2025-05-21,Summit Seekers,fishing supplies
NatureSeeker Binoculars,352,2024-01-06,Summit Seekers,mountain biking
TrailBlazer Camping Tent,244,2024-04-05,Pioneer Gearworks,camping gear
HikePro Trekking Poles,113,2024-06-19,Explorer's Edge Equipment,hiking equipment
NatureSeeker Binoculars,513,2024-01-23,Pioneer Gearworks,camping gear
TrailTracker GPS Device,125,2025-02-15,Backcountry Bound,camping gear
OutdoorGear Hammock,488,2024-04-29,Trailblazer Outfitters,fishing supplies
WildernessSurvivor Survival Kit,349,2024-11-18,Explorers Equipment,backpacking
OutdoorGear Hammock,786,2025-09-01,Alpine Adventure Co.,camping gear
TrailTracker GPS Device,914,2024-03-30,Outdoor Pursuits Co.,camping gear
TrailTracker GPS Device,380,2025-01-23,Adventure Gear Co.,fishing supplies
OutdoorGear Hammock,575,2024-12-28,Trailblazer Gear,camping gear
AdventurePro Backpack,104,2024-06-16,Explorers Equipment,backpacking
WildernessSurvivor Survival Kit,122,2025-03-14,Trailblazer Supplies,skiing
NatureSeeker Binoculars,578,2024-07-17,Adventure Gear Co.,climbing
AdventurePro Backpack,377,2025-03-02,Outdoor Gear Emporium,climbing
CampfirePro Cooking Set,448,2025-05-26,Outdoor Pursuits Co.,mountain biking
TrailTracker GPS Device,473,2024-04-17,Wilderness Wares,fishing supplies
TrailBlazer Camping Tent,505,2024-02-24,Expedition Outfitters,fishing supplies
OutdoorGear Hammock,788,2024-02-21,Trailblazer Supplies,backpacking
ExplorerX Hiking Boots,111,2025-02-11,Adventure Gear Co.,skiing
HikePro Trekking Poles,495,2025-03-04,Nature's Trail Gear,hiking equipment
OutdoorGear Hammock,468,2024-04-27,Pioneer Gearworks,climbing
OutdoorGear Hammock,167,2025-02-12,Wildland Gear,camping gear
OutdoorGear Hammock,441,2025-04-27,Backcountry Essentials,skiing
OutdoorGear Hammock,965,2024-01-29,Nature's Edge Equipment,backpacking
CampfirePro Cooking Set,9,2025-01-27,Trailblazer Supplies,mountain biking
ExplorerX Hiking Boots,34,2025-01-01,Nature's Trail Gear,hiking equipment
OutdoorGear Hammock,420,2025-01-30,Adventure Gear Co.,backpacking
TrailBlazer Camping Tent,132,2024-06-18,Peak Performance Gear,skiing
CampfirePro Cooking Set,490,2025-02-11,Alpine Adventure Co.,backpacking
WildernessSurvivor Survival Kit,628,2024-12-26,Summit Seekers,fishing supplies
AdventurePro Backpack,560,2024-11-28,Alpine Adventure Co.,climbing
TrailTracker GPS Device,295,2025-02-27,Outdoor Pursuits Co.,fishing supplies
WildernessSurvivor Survival Kit,862,2024-04-30,Outdoor Provisions Ltd.,hiking equipment
OutdoorMaster Camping Stove,149,2024-09-13,Outdoor Discovery Co.,climbing
ExplorerX Hiking Boots,946,2024-03-20,Explorer's Edge Equipment,backpacking
HikePro Trekking Poles,943,2024-06-03,Wilderness Wares,skiing
OutdoorMaster Camping Stove,454,2025-05-07,Nature's Trail Gear,climbing
ExplorerX Hiking Boots,571,2025-01-22,Outdoor Pursuits Co.,hiking equipment
WildernessSurvivor Survival Kit,204,2025-09-08,Outdoor Discovery Co.,climbing
TrailBlazer Camping Tent,428,2024-04-02,Trailblazer Supplies,skiing
HikePro Trekking Poles,837,2024-12-20,Explorers Equipment,hiking equipment
AdventurePro Backpack,542,2024-10-10,Nature's Best Gear,camping gear
OutdoorMaster Camping Stove,550,2024-04-22,Outdoor Gear Emporium,climbing
TrailTracker GPS Device,859,2025-06-22,Wildland Gear,mountain biking
TrailTracker GPS Device,606,2024-12-30,Wildland Gear,hiking equipment
TrailBlazer Camping Tent,682,2024-11-11,Outdoor Provisions Ltd.,climbing
CampfirePro Cooking Set,919,2024-07-07,Alpine Adventure Co.,hiking equipment
TrailBlazer Camping Tent,303,2024-09-23,Peak Performance Gear,fishing supplies
TrailTracker GPS Device,725,2025-09-17,Outdoor Pursuits Co.,fishing supplies
WildernessSurvivor Survival Kit,225,2024-07-02,Adventure Seekers Gear,climbing
TrailTracker GPS Device,462,2024-02-07,Trailblazer Outfitters,skiing
OutdoorGear Hammock,831,2025-02-10,Nature's Trail Gear,mountain biking
HikePro Trekking Poles,369,2025-07-17,Nature's Best Gear,camping gear
TrailTracker GPS Device,32,2024-10-16,Summit Supplies,fishing supplies
CampfirePro Cooking Set,388,2024-11-21,Outdoor Provisions Ltd.,backpacking
WildernessSurvivor Survival Kit,294,2024-03-21,Outdoor Discovery Co.,skiing
HikePro Trekking Poles,420,2025-09-05,Alpine Adventure Co.,climbing
ExplorerX Hiking Boots,71,2024-05-08,Nature's Trail Gear,backpacking
HikePro Trekking Poles,415,2024-06-11,Outdoor Gear Emporium,camping gear
OutdoorGear Hammock,273,2025-02-15,Trailblazer Supplies,climbing
AdventurePro Backpack,511,2024-01-28,Pioneer Gearworks,hiking equipment
WildernessSurvivor Survival Kit,519,2024-12-06,Wilderness Wares,hiking equipment
TrailTracker GPS Device,725,2025-07-25,Nature's Trail Gear,mountain biking
TrailTracker GPS Device,2,2024-07-18,Explorers Equipment,mountain biking
ExplorerX Hiking Boots,64,2024-12-23,Outdoor Provisions Ltd.,hiking equipment
CampfirePro Cooking Set,187,2024-03-28,Explorer's Edge Equipment,climbing
TrailBlazer Camping Tent,337,2025-08-13,Trailblazer Outfitters,camping gear
AdventurePro Backpack,676,2024-07-28,Outdoor Provisions Ltd.,skiing
NatureSeeker Binoculars,390,2025-04-19,Wilderness Wares,camping gear
TrailBlazer Camping Tent,786,2024-02-09,Peak Performance Gear,mountain biking
HikePro Trekking Poles,505,2024-11-25,Outdoor Provisions Ltd.,camping gear
NatureSeeker Binoculars,447,2024-09-09,Wilderness Wares,camping gear
HikePro Trekking Poles,390,2024-03-12,Summit Supplies,mountain biking
OutdoorMaster Camping Stove,819,2024-02-28,Backcountry Bound,fishing supplies
TrailBlazer Camping Tent,980,2024-01-25,Trailblazer Supplies,camping gear
WildernessSurvivor Survival Kit,47,2024-04-10,Outdoor Pursuits Co.,backpacking
AdventurePro Backpack,896,2025-01-28,Backcountry Essentials,skiing
ExplorerX Hiking Boots,758,2025-03-20,Trailblazer Outfitters,climbing
HikePro Trekking Poles,634,2025-03-23,Wildland Gear,fishing supplies
TrailTracker GPS Device,757,2024-07-08,Alpine Adventure Co.,climbing
OutdoorGear Hammock,913,2024-04-22,Summit Seekers,backpacking
WildernessSurvivor Survival Kit,416,2024-05-15,Adventure Seekers Gear,backpacking
ExplorerX Hiking Boots,685,2024-01-10,Explorers Equipment,hiking equipment
OutdoorMaster Camping Stove,128,2024-03-30,Nature's Best Gear,hiking equipment
OutdoorMaster Camping Stove,289,2025-08-09,Wilderness Outfitters,skiing
TrailTracker GPS Device,713,2024-11-04,Outdoor Pursuits Co.,backpacking
TrailBlazer Camping Tent,706,2024-01-26,Expedition Outfitters,skiing
OutdoorGear Hammock,505,2024-07-02,Expedition Outfitters,backpacking
NatureSeeker Binoculars,649,2025-06-02,Summit Seekers,climbing
ExplorerX Hiking Boots,69,2025-05-10,Wilderness Outfitters,climbing
AdventurePro Backpack,917,2024-10-26,Outdoor Gear Emporium,hiking equipment
ExplorerX Hiking Boots,735,2025-02-06,Pioneer Gearworks,camping gear
WildernessSurvivor Survival Kit,594,2024-05-18,Nature's Trail Gear,climbing
TrailTracker GPS Device,984,2025-04-04,Trailblazer Outfitters,camping gear
OutdoorGear Hammock,882,2025-02-28,Wilderness Wares,backpacking
CampfirePro Cooking Set,325,2024-04-27,Adventure Seekers Gear,climbing
AdventurePro Backpack,354,2024-07-23,Trailblazer Outfitters,hiking equipment
TrailTracker GPS Device,869,2024-05-22,Wilderness Outfitters,skiing
OutdoorGear Hammock,712,2024-07-25,Summit Supplies,climbing
WildernessSurvivor Survival Kit,472,2025-09-29,Summit Seekers,backpacking
TrailBlazer Camping Tent,614,2024-06-23,Outdoor Provisions Ltd.,fishing supplies
CampfirePro Cooking Set,218,2024-09-21,Nature's Best Gear,hiking equipment
NatureSeeker Binoculars,837,2024-09-08,Adventure Seekers Gear,skiing
OutdoorGear Hammock,545,2024-09-04,Backcountry Bound,backpacking
